,authors,nom,prenom,rank_author,title,year
208,Isabelle Mirbel,Mirbel,Isabelle,3,Démarches sémantiques de recherche d'information sur le Web.,2009
209,Sylvie Desprès,Desprès,Sylvie,1,Construction d'une ontologie modulaire pour l'univers de la cuisine numérique.,2014
210,Pascal Lando,Lando,Pascal,1,Premiers pas vers une ontologie générale des programmes informatiques.,2007
211,Frédéric Fürst,Fürst,Frédéric,2,Premiers pas vers une ontologie générale des programmes informatiques.,2007
212,Gilles Kassel,Kassel,Gilles,3,Premiers pas vers une ontologie générale des programmes informatiques.,2007
213,Anne Lapujade,Lapujade,Anne,4,Premiers pas vers une ontologie générale des programmes informatiques.,2007
214,Brigitte Séroussi,Séroussi,Brigitte,1,Formalisation de l'attitude des médecins vis à vis des propositions d'un système d'aide à la décision : évaluation de l'« e-iatrogénie » sur un cas d'hypertension avec ASTI mode guidé.,2011
215,Dominique Sauquet,Sauquet,Dominique,2,Formalisation de l'attitude des médecins vis à vis des propositions d'un système d'aide à la décision : évaluation de l'« e-iatrogénie » sur un cas d'hypertension avec ASTI mode guidé.,2011
216,Hector Falcoff,Falcoff,Hector,3,Formalisation de l'attitude des médecins vis à vis des propositions d'un système d'aide à la décision : évaluation de l'« e-iatrogénie » sur un cas d'hypertension avec ASTI mode guidé.,2011
217,Jacques Julien,Julien,Jacques,4,Formalisation de l'attitude des médecins vis à vis des propositions d'un système d'aide à la décision : évaluation de l'« e-iatrogénie » sur un cas d'hypertension avec ASTI mode guidé.,2011
218,Jacques Bouaud,Bouaud,Jacques,5,Formalisation de l'attitude des médecins vis à vis des propositions d'un système d'aide à la décision : évaluation de l'« e-iatrogénie » sur un cas d'hypertension avec ASTI mode guidé.,2011
219,Anne-Lyse Minard,Minard,Anne-Lyse,1,Extraction de relations dans des comptes rendus hospitaliers.,2011
220,Anne-Laure Ligozat,Ligozat,Anne-Laure,2,Extraction de relations dans des comptes rendus hospitaliers.,2011
221,Brigitte Grau,Grau,Brigitte,3,Extraction de relations dans des comptes rendus hospitaliers.,2011
222,François Rousselot,Rousselot,François,1,Formalisation des connaissances capitalisées en conception inventive.,2008
223,Alexis Bultey,Bultey,Alexis,2,Formalisation des connaissances capitalisées en conception inventive.,2008
224,Cecilia Zanni,Zanni,Cecilia,3,Formalisation des connaissances capitalisées en conception inventive.,2008
225,Majd Saleh,Saleh,Majd,1,Système de systèmes d'information et écosystème apprenant.,2017
226,Mohamed Ali Ben Ameur,Ali,Mohamed,2,Système de systèmes d'information et écosystème apprenant.,2017
227,Marie-Hélène Abel,Abel,Marie-Hélène,3,Système de systèmes d'information et écosystème apprenant.,2017
228,Michel Crampes,Crampes,Michel,1,Cartographie sémantique auto-organisée d'un référentiel de connaissances partagé.,2008
229,Sylvie Ranwez,Ranwez,Sylvie,2,Cartographie sémantique auto-organisée d'un référentiel de connaissances partagé.,2008
230,Jean Villerd,Villerd,Jean,3,Cartographie sémantique auto-organisée d'un référentiel de connaissances partagé.,2008
231,Norbert Tsopzé,Tsopzé,Norbert,1,Ontologies et relations spatiales dans la lecture d'une bande dessinée.,2012
232,Clément Guérin,Guérin,Clément,2,Ontologies et relations spatiales dans la lecture d'une bande dessinée.,2012
233,Karell Bertet,Bertet,Karell,3,Ontologies et relations spatiales dans la lecture d'une bande dessinée.,2012
234,Arnaud Revel,Revel,Arnaud,4,Ontologies et relations spatiales dans la lecture d'une bande dessinée.,2012
235,Rabia Azzi,Azzi,Rabia,1,D'un modèle statistique à un modè le de connaissance : retour d'expérience.,2018
236,Sylvie Desprès,Desprès,Sylvie,2,D'un modèle statistique à un modè le de connaissance : retour d'expérience.,2018
237,Jérôme Nobécourt,Nobécourt,Jérôme,3,D'un modèle statistique à un modè le de connaissance : retour d'expérience.,2018
238,Patrice Bouvier,Bouvier,Patrice,1,Approche qualitative pour identifier et qualifier l'engagement des joueurs à partir de leurs traces d'interaction.,2013
239,Karim Sehaba,Sehaba,Karim,2,Approche qualitative pour identifier et qualifier l'engagement des joueurs à partir de leurs traces d'interaction.,2013
240,Élise Lavoué,Lavoué,Élise,3,Approche qualitative pour identifier et qualifier l'engagement des joueurs à partir de leurs traces d'interaction.,2013
241,Sébastien George,George,Sébastien,4,Approche qualitative pour identifier et qualifier l'engagement des joueurs à partir de leurs traces d'interaction.,2013
242,Helbert Arenas,Arenas,Helbert,1,Ontologie pour l'intégration de données d'observation de la Terre et contextuelles basée sur les relations topologiques.,2018
243,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,2,Ontologie pour l'intégration de données d'observation de la Terre et contextuelles basée sur les relations topologiques.,2018
244,Catherine Comparot,Comparot,Catherine,3,Ontologie pour l'intégration de données d'observation de la Terre et contextuelles basée sur les relations topologiques.,2018
245,Cássia Trojahn,Trojahn,Cássia,4,Ontologie pour l'intégration de données d'observation de la Terre et contextuelles basée sur les relations topologiques.,2018
246,Leila Yahiaoui,Yahiaoui,Leila,1,Redocumentation des traces d'activité médiée informatiquement dans le cadre des transactions communicationnelles.,2008
247,Yannick Prié,Prié,Yannick,2,Redocumentation des traces d'activité médiée informatiquement dans le cadre des transactions communicationnelles.,2008
248,Zizette Boufaïda,Boufaïda,Zizette,3,Redocumentation des traces d'activité médiée informatiquement dans le cadre des transactions communicationnelles.,2008
249,Axel Reymonet,Reymonet,Axel,1,"Tâche, domaine et application : influences sur le processus de modélisation de connaissances.",2006
250,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,2,"Tâche, domaine et application : influences sur le processus de modélisation de connaissances.",2006
251,Jérôme Thomas,Thomas,Jérôme,3,"Tâche, domaine et application : influences sur le processus de modélisation de connaissances.",2006
252,Olivier Carloni,Carloni,Olivier,1,Introduction de raisonnement dans un outil de gestion des connaissances basé sur les Topic Maps.,2006
253,Michel Leclère,Leclère,Michel,2,Introduction de raisonnement dans un outil de gestion des connaissances basé sur les Topic Maps.,2006
254,Marie-Laure Mugnier,Mugnier,Marie-Laure,3,Introduction de raisonnement dans un outil de gestion des connaissances basé sur les Topic Maps.,2006
255,Molka Tounsi,Tounsi,Molka,1,Construction d'ontologie pour le domaine du sourcing.,2018
256,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,Construction d'ontologie pour le domaine du sourcing.,2018
257,Andrea Tettamanzi,Tettamanzi,Andrea,3,Construction d'ontologie pour le domaine du sourcing.,2018
258,Nicolas Béchet,Béchet,Nicolas,1,Construction et peuplement de structures hiérarchiques de concepts dans le domaine du e-tourisme.,2011
259,Marie-Aude Aufaure,Aufaure,Marie-Aude,2,Construction et peuplement de structures hiérarchiques de concepts dans le domaine du e-tourisme.,2011
260,Yves Lechevallier,Lechevallier,Yves,3,Construction et peuplement de structures hiérarchiques de concepts dans le domaine du e-tourisme.,2011
261,Yahaya Alassan Mahaman Sanoussi,Alassan,Yahaya,1,Construction de ressources sémantiques pour l'amélioration de la qualité du clustering de messages courts.,2016
262,Étienne Deparis,Deparis,Étienne,1,Modélisation sociale d'une organisation et usage de son réseau.,2013
263,Marie-Hélène Abel,Abel,Marie-Hélène,2,Modélisation sociale d'une organisation et usage de son réseau.,2013
264,Gaëlle Lortal,Lortal,Gaëlle,3,Modélisation sociale d'une organisation et usage de son réseau.,2013
265,Juliette Mattioli,Mattioli,Juliette,4,Modélisation sociale d'une organisation et usage de son réseau.,2013
266,Michel Leclère,Leclère,Michel,1,Différentes notions de réponses pour un système d'interrogation de bases de graphes.,2008
267,Nicolas Moreau,Moreau,Nicolas,2,Différentes notions de réponses pour un système d'interrogation de bases de graphes.,2008
268,Daniel Memmi,Memmi,Daniel,1,Modeling Social Information Skills.,2007
269,Nizar Messai,Messai,Nizar,1,Traitement d'attributs inter-dépendants pour la recherche d'information par treillis.,2007
270,Marie-Dominique Devignes,Devignes,Marie-Dominique,2,Traitement d'attributs inter-dépendants pour la recherche d'information par treillis.,2007
271,Amedeo Napoli,Napoli,Amedeo,3,Traitement d'attributs inter-dépendants pour la recherche d'information par treillis.,2007
272,Malika Smaïl-Tabbone,Smaïl-Tabbone,Malika,4,Traitement d'attributs inter-dépendants pour la recherche d'information par treillis.,2007
273,Cédric Lopez,Lopez,Cédric,1,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
274,Marie-Laure Le Brazidec,Le,Marie-Laure,2,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
275,Jean-Albert Chevillon,Chevillon,Jean-Albert,3,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
276,Francis Couturas,Couturas,Francis,4,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
277,Dominique Hollard,Hollard,Dominique,5,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
278,Aurélien Pierre,Pierre,Aurélien,6,"OntoCoins : données ouvertes liées pour la numismatique, patrimoine culturel.",2017
279,François Rousselot,Rousselot,François,1,Une Base de Connaissances Opérationnelle pour la Conception Inventive.,2011
280,François de Bertrand de Beuvron,de,François,2,Une Base de Connaissances Opérationnelle pour la Conception Inventive.,2011
281,Cecilia Zanni-Merk,Zanni-Merk,Cecilia,3,Une Base de Connaissances Opérationnelle pour la Conception Inventive.,2011
282,Anastasiya Yurchyshyna,Yurchyshyna,Anastasiya,1,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
283,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
284,Isabelle Mirbel,Mirbel,Isabelle,3,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
285,Birahim Sall,Sall,Birahim,4,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
286,Nhan Le Thanh,Le,Nhan,5,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
287,Alain Zarli,Zarli,Alain,6,Une approche ontologique pour formaliser la connaissance experte dans le modèle du contrôle de conformité en construction.,2008
288,Sébastien Ferré,Ferré,Sébastien,1,Conception interactive d'ontologies par élimination de mondes possibles.,2015
289,Pierre-Yves Vandenbussche,Vandenbussche,Pierre-Yves,1,Méta-modèle général de description de ressources terminologiques et ontologiques.,2009
290,Jean Charlet,Charlet,Jean,2,Méta-modèle général de description de ressources terminologiques et ontologiques.,2009
291,Julien Corman,Corman,Julien,1,Explorer les théorèmes d'une Tbox.,2013
292,Nadia Nadah,Nadah,Nadia,1,Expression générique des licences : l'apport de l'ontologie.,2007
293,Bruno Bachimont,Bachimont,Bruno,2,Expression générique des licences : l'apport de l'ontologie.,2007
294,Sahbi Zahaf,Zahaf,Sahbi,1,Mémoire organisationnelle appuyée par un cadre ontologique pour l'exploitation des processus d'affaires : application au processus RAO.,2013
295,Faïez Gargouri,Gargouri,Faïez,2,Mémoire organisationnelle appuyée par un cadre ontologique pour l'exploitation des processus d'affaires : application au processus RAO.,2013
296,Nizar Messai,Messai,Nizar,1,Connaissances de domaine et treillis de concepts pour l'exploration progressive de données complexes.,2010
297,Marie-Dominique Devignes,Devignes,Marie-Dominique,2,Connaissances de domaine et treillis de concepts pour l'exploration progressive de données complexes.,2010
298,Amedeo Napoli,Napoli,Amedeo,3,Connaissances de domaine et treillis de concepts pour l'exploration progressive de données complexes.,2010
299,Malika Smaïl-Tabbone,Smaïl-Tabbone,Malika,4,Connaissances de domaine et treillis de concepts pour l'exploration progressive de données complexes.,2010
300,Amélie Cordier,Cordier,Amélie,1,De l'Ingénierie à l'Apprentissage des connaissances d'adaptation en Raisonnement à Partir de Cas.,2006
301,Béatrice Fuchs,Fuchs,Béatrice,2,De l'Ingénierie à l'Apprentissage des connaissances d'adaptation en Raisonnement à Partir de Cas.,2006
302,Alain Mille,Mille,Alain,3,De l'Ingénierie à l'Apprentissage des connaissances d'adaptation en Raisonnement à Partir de Cas.,2006
303,Mohamed Ramzi Haddad,Ramzi,Mohamed,1,Un modèle de recommandation contextuel pour la prédiction des intérêts des consommateurs sur le Web.,2015
304,Hajer Baazaoui Zghal,Baazaoui,Hajer,2,Un modèle de recommandation contextuel pour la prédiction des intérêts des consommateurs sur le Web.,2015
305,Djemel Ziou,Ziou,Djemel,3,Un modèle de recommandation contextuel pour la prédiction des intérêts des consommateurs sur le Web.,2015
306,Henda Ben Ghézala,Ben,Henda,4,Un modèle de recommandation contextuel pour la prédiction des intérêts des consommateurs sur le Web.,2015
307,Alain Giboin,Giboin,Alain,1,Etude de l'évolution du modèle de l'utilisateur des systèmes de construction collaborative d'ontologies.,2018
308,Mohamed Nader Jelassi,Nader,Mohamed,1,Un outil de catégorisation conceptuelle des formations professionnelles.,2017
309,Sylvie Ranwez,Ranwez,Sylvie,2,Un outil de catégorisation conceptuelle des formations professionnelles.,2017
310,Sébastien Harispe,Harispe,Sébastien,3,Un outil de catégorisation conceptuelle des formations professionnelles.,2017
311,Jacky Montmain,Montmain,Jacky,4,Un outil de catégorisation conceptuelle des formations professionnelles.,2017
312,Christophe Blondeau,Blondeau,Christophe,5,Un outil de catégorisation conceptuelle des formations professionnelles.,2017
313,Michel Buffa,Buffa,Michel,1,Wiki et Web Sémantique.,2007
314,Guillaume Erétéo,Erétéo,Guillaume,2,Wiki et Web Sémantique.,2007
315,Fabien L. Gandon,L.,Fabien,3,Wiki et Web Sémantique.,2007
316,Marc Caillet,Caillet,Marc,1,Un système expert d'aide à la classification taxonomique de classes de descripteurs.,2007
317,Guillaume Surroca,Surroca,Guillaume,1,"Diffusion de systèmes de préférence par confrontation de points de vue, vers une simulation de la Sérendipité.",2015
318,Philippe Lemoisson,Lemoisson,Philippe,2,"Diffusion de systèmes de préférence par confrontation de points de vue, vers une simulation de la Sérendipité.",2015
319,Clément Jonquet,Jonquet,Clément,3,"Diffusion de systèmes de préférence par confrontation de points de vue, vers une simulation de la Sérendipité.",2015
320,Stefano A. Cerri,A.,Stefano,4,"Diffusion de systèmes de préférence par confrontation de points de vue, vers une simulation de la Sérendipité.",2015
321,Yue Ma,Ma,Yue,1,Ontologies étendues pour l'annotation sémantique.,2009
322,Laurent Audibert,Audibert,Laurent,2,Ontologies étendues pour l'annotation sémantique.,2009
323,Adeline Nazarenko,Nazarenko,Adeline,3,Ontologies étendues pour l'annotation sémantique.,2009
324,Rim Djedidi,Djedidi,Rim,1,Patrons de gestion des changements OWL.,2009
325,Marie-Aude Aufaure,Aufaure,Marie-Aude,2,Patrons de gestion des changements OWL.,2009
326,Amélie Cordier,Cordier,Amélie,1,"Concevoir des assistants intelligents pour des applications fortement orientées connaissances : problématiques, enjeux et étude de cas.",2010
327,Marie Lefèvre,Lefèvre,Marie,2,"Concevoir des assistants intelligents pour des applications fortement orientées connaissances : problématiques, enjeux et étude de cas.",2010
328,Stéphanie Jean-Daubias,Jean-Daubias,Stéphanie,3,"Concevoir des assistants intelligents pour des applications fortement orientées connaissances : problématiques, enjeux et étude de cas.",2010
329,Nathalie Guin,Guin,Nathalie,4,"Concevoir des assistants intelligents pour des applications fortement orientées connaissances : problématiques, enjeux et étude de cas.",2010
330,Florence Amardeilh,Amardeilh,Florence,1,Du texte à la connaissance : annotation sémantique et peuplement d'ontologie appliqués à des artefacts logiciels.,2009
331,Danica Damljanovic,Damljanovic,Danica,2,Du texte à la connaissance : annotation sémantique et peuplement d'ontologie appliqués à des artefacts logiciels.,2009
332,Mohamed Nader Jelassi,Nader,Mohamed,1,PERSOREC : un système personnalisé de recommandations pour les folksonomies basé sur les concepts quadratiques.,2015
333,Sadok Ben Yahia,Ben,Sadok,2,PERSOREC : un système personnalisé de recommandations pour les folksonomies basé sur les concepts quadratiques.,2015
334,Engelbert Mephu Nguifo,Mephu,Engelbert,3,PERSOREC : un système personnalisé de recommandations pour les folksonomies basé sur les concepts quadratiques.,2015
335,Anis Ellini,Ellini,Anis,1,Une expérience originale de test automatisé d'un système d'aide à la décision clinique basé sur les guides de bonnes pratiques.,2007
336,Vahid Ebrahiminia,Ebrahiminia,Vahid,2,Une expérience originale de test automatisé d'un système d'aide à la décision clinique basé sur les guides de bonnes pratiques.,2007
337,Alain Venot,Venot,Alain,3,Une expérience originale de test automatisé d'un système d'aide à la décision clinique basé sur les guides de bonnes pratiques.,2007
338,Jérôme Nobécourt,Nobécourt,Jérôme,4,Une expérience originale de test automatisé d'un système d'aide à la décision clinique basé sur les guides de bonnes pratiques.,2007
339,Camille Pradel,Pradel,Camille,1,Des patrons modulaires de requêtes SPARQL dans le système SWIP.,2012
340,Ollivier Haemmerlé,Haemmerlé,Ollivier,2,Des patrons modulaires de requêtes SPARQL dans le système SWIP.,2012
341,Nathalie Hernandez,Hernandez,Nathalie,3,Des patrons modulaires de requêtes SPARQL dans le système SWIP.,2012
342,Alexandre Passant,Passant,Alexandre,1,Ontologies pour le Web 2.0.,2008
343,Philippe Laublet,Laublet,Philippe,2,Ontologies pour le Web 2.0.,2008
344,Jean-Claude Moissinac,Moissinac,Jean-Claude,1,Jeu de données SemBib: représentation sémantique des données bibliographiques de Télécom ParisTech.,2018
345,Nada Mimouni,Mimouni,Nada,1,Une ontologie documentaire pour l'accès aux contenus juridiques.,2015
346,Adeline Nazarenko,Nazarenko,Adeline,2,Une ontologie documentaire pour l'accès aux contenus juridiques.,2015
347,Sylvie Salotti,Salotti,Sylvie,3,Une ontologie documentaire pour l'accès aux contenus juridiques.,2015
348,Benjamin Diemert,Diemert,Benjamin,1,Modèle termino-ontologique pour la collaboration entre communautés hétérogènes.,2011
349,Marie-Hélène Abel,Abel,Marie-Hélène,2,Modèle termino-ontologique pour la collaboration entre communautés hétérogènes.,2011
350,Claude Moulin,Moulin,Claude,3,Modèle termino-ontologique pour la collaboration entre communautés hétérogènes.,2011
351,Michel Crampes,Crampes,Michel,1,Organisation de communautés et équilibre de Nash.,2014
352,Michel Plantié,Plantié,Michel,2,Organisation de communautés et équilibre de Nash.,2014
353,Sébastien Ferré,Ferré,Sébastien,1,PEW : un outil d'aide à la conception d'ontologies par l'exploration des mondes possibles.,2015
354,Bruno Rohou,Rohou,Bruno,1,L'ontologie PHO en Histoire des Sciences et Techniques.,2017
355,Serge Garlatti,Garlatti,Serge,2,L'ontologie PHO en Histoire des Sciences et Techniques.,2017
356,Sylvain Laube,Laube,Sylvain,3,L'ontologie PHO en Histoire des Sciences et Techniques.,2017
357,Brigitte Séroussi,Séroussi,Brigitte,1,Modélisation systématique de recommandations de pratique clinique: une étude théorique et pratique sur la prise en charge de l'hypertension artérielle.,2009
358,Jacques Bouaud,Bouaud,Jacques,2,Modélisation systématique de recommandations de pratique clinique: une étude théorique et pratique sur la prise en charge de l'hypertension artérielle.,2009
359,Denké L. Denké,L.,Denké,3,Modélisation systématique de recommandations de pratique clinique: une étude théorique et pratique sur la prise en charge de l'hypertension artérielle.,2009
360,Jacques Julien,Julien,Jacques,4,Modélisation systématique de recommandations de pratique clinique: une étude théorique et pratique sur la prise en charge de l'hypertension artérielle.,2009
361,Hector Falcoff,Falcoff,Hector,5,Modélisation systématique de recommandations de pratique clinique: une étude théorique et pratique sur la prise en charge de l'hypertension artérielle.,2009
362,Fleur Mougin,Mougin,Fleur,1,Méthodes de mapping situées aux niveaux instance et schéma pour l'intégration de sources de données hétérogènes.,2007
363,Julie Chabalier,Chabalier,Julie,2,Méthodes de mapping situées aux niveaux instance et schéma pour l'intégration de sources de données hétérogènes.,2007
364,Olivier Bodenreider,Bodenreider,Olivier,3,Méthodes de mapping situées aux niveaux instance et schéma pour l'intégration de sources de données hétérogènes.,2007
365,Anita Burgun,Burgun,Anita,4,Méthodes de mapping situées aux niveaux instance et schéma pour l'intégration de sources de données hétérogènes.,2007
366,Michel Crampes,Crampes,Michel,1,Indexation de photos sociales par propagation sur une hiérarchie de concepts.,2009
367,Jeremy de Oliveira-Kumar,de,Jeremy,2,Indexation de photos sociales par propagation sur une hiérarchie de concepts.,2009
368,Sylvie Ranwez,Ranwez,Sylvie,3,Indexation de photos sociales par propagation sur une hiérarchie de concepts.,2009
369,Jean Villerd,Villerd,Jean,4,Indexation de photos sociales par propagation sur une hiérarchie de concepts.,2009
370,Benoît Mathern,Mathern,Benoît,1,Rendre interactive la découverte d'automates à partir de traces d'activités.,2011
371,Alain Mille,Mille,Alain,2,Rendre interactive la découverte d'automates à partir de traces d'activités.,2011
372,Thierry Bellet,Bellet,Thierry,3,Rendre interactive la découverte d'automates à partir de traces d'activités.,2011
373,Jessica Pinaire,Pinaire,Jessica,1,Visualisation interactive de trajectoires de patients.,2015
374,Soumaya Ben Alouane,Ben,Soumaya,2,Visualisation interactive de trajectoires de patients.,2015
375,Jérôme Azé,Azé,Jérôme,3,Visualisation interactive de trajectoires de patients.,2015
376,Sandra Bringay,Bringay,Sandra,4,Visualisation interactive de trajectoires de patients.,2015
377,Paul Landais,Landais,Paul,5,Visualisation interactive de trajectoires de patients.,2015
378,Arnaud Sallaberry,Sallaberry,Arnaud,6,Visualisation interactive de trajectoires de patients.,2015
379,Manuel Zacklad,Zacklad,Manuel,1,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
380,Jean-Pierre Cahier,Cahier,Jean-Pierre,2,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
381,Aurélien Bénel,Bénel,Aurélien,3,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
382,L'Hédi Zaher,Zaher,L'Hédi,4,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
383,Christophe Lejeune,Lejeune,Christophe,5,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
384,Chao Zhou,Zhou,Chao,6,Intelligence qualitative dans la gestion de risques : rôle de la documentarisation et des Systèmes d'Organisation des Connaissances.,2008
385,Michel Crampes,Crampes,Michel,1,Méthodes d'extraction de réseaux sociaux et de diffusion de photos sociales.,2011
386,Michel Plantié,Plantié,Michel,2,Méthodes d'extraction de réseaux sociaux et de diffusion de photos sociales.,2011
387,Laurent Mazuel,Mazuel,Laurent,1,Degré de relation sémantique dans une ontologie pour la commande en langue naturelle.,2007
388,Nicolas Sabouret,Sabouret,Nicolas,2,Degré de relation sémantique dans une ontologie pour la commande en langue naturelle.,2007
389,Clément Fauré,Fauré,Clément,1,Construction itérative d'un modèle de connaissance par l'exploitation de règles d'association.,2006
390,Sylvie Delprat,Delprat,Sylvie,2,Construction itérative d'un modèle de connaissance par l'exploitation de règles d'association.,2006
391,Alain Mille,Mille,Alain,3,Construction itérative d'un modèle de connaissance par l'exploitation de règles d'association.,2006
392,Jean-François Boulicaut,Boulicaut,Jean-François,4,Construction itérative d'un modèle de connaissance par l'exploitation de règles d'association.,2006
393,Djilali Benmahamed,Benmahamed,Djilali,1,Techniques de gestion et d'ingénierie des connaissances pour la conception des dispositifs de transfert de savoir-faire dans les métiers pétroliers.,2006
394,Jean-Louis Ermine,Ermine,Jean-Louis,2,Techniques de gestion et d'ingénierie des connaissances pour la conception des dispositifs de transfert de savoir-faire dans les métiers pétroliers.,2006
395,Blandine Ginon,Ginon,Blandine,1,Une assistance générique pour les utilisateurs d'applications fortement orientées connaissances.,2012
396,Stéphanie Jean-Daubias,Jean-Daubias,Stéphanie,2,Une assistance générique pour les utilisateurs d'applications fortement orientées connaissances.,2012
397,Pierre-Antoine Champin,Champin,Pierre-Antoine,3,Une assistance générique pour les utilisateurs d'applications fortement orientées connaissances.,2012
398,Mohamed Nader Jelassi,Nader,Mohamed,1,Vers des recommandations plus personnalisées dans les folksonomies.,2014
399,Sadok Ben Yahia,Ben,Sadok,2,Vers des recommandations plus personnalisées dans les folksonomies.,2014
400,Engelbert Mephu Nguifo,Mephu,Engelbert,3,Vers des recommandations plus personnalisées dans les folksonomies.,2014
401,Fabien Amarger,Amarger,Fabien,1,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
402,Jean-Pierre Chanet,Chanet,Jean-Pierre,2,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
403,Romain Guillaume,Guillaume,Romain,3,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
404,Ollivier Haemmerlé,Haemmerlé,Ollivier,4,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
405,Nathalie Hernandez,Hernandez,Nathalie,5,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
406,Catherine Roussey,Roussey,Catherine,6,Détection de consensus entre sources et calcul de confiance fondé sur l'intégrale de Choquet.,2016
407,Michel Crampes,Crampes,Michel,1,La sonde sémantique pour la fouille sémantique visuelle.,2010
408,Jeremy de Oliveira-Kumar,de,Jeremy,2,La sonde sémantique pour la fouille sémantique visuelle.,2010
409,Faiçal Azouaou,Azouaou,Faiçal,1,"MemoNote, un outil de gestion des connaissances personnelles pour enseignants à base d'annotations.",2006
410,Cyrille Desmoulins,Desmoulins,Cyrille,2,"MemoNote, un outil de gestion des connaissances personnelles pour enseignants à base d'annotations.",2006
411,Ferdinand Dhombres,Dhombres,Ferdinand,1,Choix méthodologiques pour la construction d'une ontologie de domaine en médecine prénatale.,2010
412,Jean-Marie Jouannic,Jouannic,Jean-Marie,2,Choix méthodologiques pour la construction d'une ontologie de domaine en médecine prénatale.,2010
413,Marie-Christine Jaulent,Jaulent,Marie-Christine,3,Choix méthodologiques pour la construction d'une ontologie de domaine en médecine prénatale.,2010
414,Jean Charlet,Charlet,Jean,4,Choix méthodologiques pour la construction d'une ontologie de domaine en médecine prénatale.,2010
415,Molka Tounsi,Tounsi,Molka,1,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
416,Cédric Lopez,Lopez,Cédric,2,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
417,Catherine Faron-Zucker,Faron-Zucker,Catherine,3,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
418,Elena Cabrio,Cabrio,Elena,4,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
419,Fabien Gandon,Gandon,Fabien,5,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
420,Frédérique Segond,Segond,Frédérique,6,Peuplement d'une base de connaissance par annotation automatique de textes relatifs à la cosmétique.,2017
421,Yassine Mrabet,Mrabet,Yassine,1,Enrichissement contrôlé de bases de connaissances à partir de documents semi-structurés annotés.,2012
422,Nacéra Bennacer,Bennacer,Nacéra,2,Enrichissement contrôlé de bases de connaissances à partir de documents semi-structurés annotés.,2012
423,Nathalie Pernelle,Pernelle,Nathalie,3,Enrichissement contrôlé de bases de connaissances à partir de documents semi-structurés annotés.,2012
424,Xavier Aimé,Aimé,Xavier,1,Gradients de prototypicalité appliqués à la personnalisation d'ontologies.,2009
425,Frédéric Fürst,Fürst,Frédéric,2,Gradients de prototypicalité appliqués à la personnalisation d'ontologies.,2009
426,Pascale Kuntz,Kuntz,Pascale,3,Gradients de prototypicalité appliqués à la personnalisation d'ontologies.,2009
427,Francky Trichet,Trichet,Francky,4,Gradients de prototypicalité appliqués à la personnalisation d'ontologies.,2009
428,Michel Héon,Héon,Michel,1,Validation de la sémantique d'un modèle semi-formel de connaissances avec OntoCASE.,2010
429,Josianne Basque,Basque,Josianne,2,Validation de la sémantique d'un modèle semi-formel de connaissances avec OntoCASE.,2010
430,Gilbert Paquette,Paquette,Gilbert,3,Validation de la sémantique d'un modèle semi-formel de connaissances avec OntoCASE.,2010
431,Francky Trichet,Trichet,Francky,1,Une plateforme de développement d'espaces webs sémantiques communautaires dédiés au partage de ressources multimédia.,2007
